code=32, textureId=0, prespace=0, width=8, advance=8, top=(1, 1), bottom=(9, 17)
code=34241, textureId=8, prespace=0, width=16, advance=16, top=(241, 113), bottom=(257, 129)
code=34249, textureId=8, prespace=0, width=16, advance=16, top=(257, 113), bottom=(273, 129)
code=34253, textureId=8, prespace=0, width=16, advance=16, top=(273, 113), bottom=(289, 129)
code=34255, textureId=8, prespace=0, width=16, advance=16, top=(289, 113), bottom=(305, 129)
code=34256, textureId=8, prespace=0, width=16, advance=16, top=(305, 113), bottom=(321, 129)
code=34259, textureId=8, prespace=0, width=16, advance=16, top=(321, 113), bottom=(337, 129)
code=34261, textureId=8, prespace=0, width=16, advance=16, top=(337, 113), bottom=(353, 129)
code=34268, textureId=8, prespace=0, width=16, advance=16, top=(353, 113), bottom=(369, 129)
code=34269, textureId=8, prespace=0, width=16, advance=16, top=(369, 113), bottom=(385, 129)
code=34276, textureId=8, prespace=0, width=16, advance=16, top=(385, 113), bottom=(401, 129)
code=34277, textureId=8, prespace=0, width=16, advance=16, top=(401, 113), bottom=(417, 129)
code=34281, textureId=8, prespace=0, width=16, advance=16, top=(417, 113), bottom=(433, 129)
code=34282, textureId=8, prespace=0, width=16, advance=16, top=(433, 113), bottom=(449, 129)
code=34295, textureId=8, prespace=0, width=16, advance=16, top=(449, 113), bottom=(465, 129)
code=34297, textureId=8, prespace=0, width=16, advance=16, top=(465, 113), bottom=(481, 129)
code=34298, textureId=8, prespace=0, width=16, advance=16, top=(481, 113), bottom=(497, 129)
code=34299, textureId=8, prespace=0, width=16, advance=16, top=(1, 129), bottom=(17, 145)
code=34302, textureId=8, prespace=0, width=16, advance=16, top=(17, 129), bottom=(33, 145)
code=34303, textureId=8, prespace=0, width=16, advance=16, top=(33, 129), bottom=(49, 145)
code=34306, textureId=8, prespace=0, width=16, advance=16, top=(49, 129), bottom=(65, 145)
code=34309, textureId=8, prespace=0, width=16, advance=16, top=(65, 129), bottom=(81, 145)
code=34310, textureId=8, prespace=0, width=16, advance=16, top=(81, 129), bottom=(97, 145)
code=34311, textureId=8, prespace=0, width=16, advance=16, top=(97, 129), bottom=(113, 145)
code=34314, textureId=8, prespace=0, width=16, advance=16, top=(113, 129), bottom=(129, 145)
code=34315, textureId=8, prespace=0, width=16, advance=16, top=(129, 129), bottom=(145, 145)
code=34321, textureId=8, prespace=0, width=16, advance=16, top=(145, 129), bottom=(161, 145)
code=34323, textureId=8, prespace=0, width=16, advance=16, top=(161, 129), bottom=(177, 145)
code=34326, textureId=8, prespace=0, width=16, advance=16, top=(177, 129), bottom=(193, 145)
code=34327, textureId=8, prespace=0, width=16, advance=16, top=(193, 129), bottom=(209, 145)
code=34330, textureId=8, prespace=0, width=16, advance=16, top=(209, 129), bottom=(225, 145)
code=34338, textureId=8, prespace=0, width=16, advance=16, top=(225, 129), bottom=(241, 145)
code=34343, textureId=8, prespace=0, width=16, advance=16, top=(241, 129), bottom=(257, 145)
code=34345, textureId=8, prespace=0, width=16, advance=16, top=(257, 129), bottom=(273, 145)
code=34349, textureId=8, prespace=0, width=16, advance=16, top=(273, 129), bottom=(289, 145)
code=34351, textureId=8, prespace=0, width=16, advance=16, top=(289, 129), bottom=(305, 145)
code=34352, textureId=8, prespace=0, width=16, advance=16, top=(305, 129), bottom=(321, 145)
code=34360, textureId=8, prespace=0, width=16, advance=16, top=(321, 129), bottom=(337, 145)
code=34364, textureId=8, prespace=0, width=16, advance=16, top=(337, 129), bottom=(353, 145)
code=34367, textureId=8, prespace=0, width=16, advance=16, top=(353, 129), bottom=(369, 145)
code=34381, textureId=8, prespace=0, width=16, advance=16, top=(369, 129), bottom=(385, 145)
code=34382, textureId=8, prespace=0, width=16, advance=16, top=(385, 129), bottom=(401, 145)
code=34383, textureId=8, prespace=0, width=16, advance=16, top=(401, 129), bottom=(417, 145)
code=34384, textureId=8, prespace=0, width=16, advance=16, top=(417, 129), bottom=(433, 145)
code=34385, textureId=8, prespace=0, width=16, advance=16, top=(433, 129), bottom=(449, 145)
code=34388, textureId=8, prespace=0, width=16, advance=16, top=(449, 129), bottom=(465, 145)
code=34389, textureId=8, prespace=0, width=16, advance=16, top=(465, 129), bottom=(481, 145)
code=34394, textureId=8, prespace=0, width=16, advance=16, top=(481, 129), bottom=(497, 145)
code=34395, textureId=8, prespace=0, width=16, advance=16, top=(1, 145), bottom=(17, 161)
code=34396, textureId=8, prespace=0, width=16, advance=16, top=(17, 145), bottom=(33, 161)
code=34398, textureId=8, prespace=0, width=16, advance=16, top=(33, 145), bottom=(49, 161)
code=34399, textureId=8, prespace=0, width=16, advance=16, top=(49, 145), bottom=(65, 161)
code=34402, textureId=8, prespace=0, width=16, advance=16, top=(65, 145), bottom=(81, 161)
code=34407, textureId=8, prespace=0, width=16, advance=16, top=(81, 145), bottom=(97, 161)
code=34411, textureId=8, prespace=0, width=16, advance=16, top=(97, 145), bottom=(113, 161)
code=34412, textureId=8, prespace=0, width=16, advance=16, top=(113, 145), bottom=(129, 161)
code=34414, textureId=8, prespace=0, width=16, advance=16, top=(129, 145), bottom=(145, 161)
code=34417, textureId=8, prespace=0, width=16, advance=16, top=(145, 145), bottom=(161, 161)
code=34425, textureId=8, prespace=0, width=16, advance=16, top=(161, 145), bottom=(177, 161)
code=34426, textureId=8, prespace=0, width=16, advance=16, top=(177, 145), bottom=(193, 161)
code=34427, textureId=8, prespace=0, width=16, advance=16, top=(193, 145), bottom=(209, 161)
code=34428, textureId=8, prespace=0, width=16, advance=16, top=(209, 145), bottom=(225, 161)
code=34429, textureId=8, prespace=0, width=16, advance=16, top=(225, 145), bottom=(241, 161)
code=34430, textureId=8, prespace=0, width=16, advance=16, top=(241, 145), bottom=(257, 161)
code=34431, textureId=8, prespace=0, width=16, advance=16, top=(257, 145), bottom=(273, 161)
code=34432, textureId=8, prespace=0, width=16, advance=16, top=(273, 145), bottom=(289, 161)
code=34433, textureId=8, prespace=0, width=16, advance=16, top=(289, 145), bottom=(305, 161)
code=34434, textureId=8, prespace=0, width=16, advance=16, top=(305, 145), bottom=(321, 161)
code=34442, textureId=8, prespace=0, width=16, advance=16, top=(321, 145), bottom=(337, 161)
code=34443, textureId=8, prespace=0, width=16, advance=16, top=(337, 145), bottom=(353, 161)
code=34444, textureId=8, prespace=0, width=16, advance=16, top=(353, 145), bottom=(369, 161)
code=34445, textureId=8, prespace=0, width=16, advance=16, top=(369, 145), bottom=(385, 161)
code=34451, textureId=8, prespace=0, width=16, advance=16, top=(385, 145), bottom=(401, 161)
code=34453, textureId=8, prespace=0, width=16, advance=16, top=(401, 145), bottom=(417, 161)
code=34460, textureId=8, prespace=0, width=16, advance=16, top=(417, 145), bottom=(433, 161)
code=34461, textureId=8, prespace=0, width=16, advance=16, top=(433, 145), bottom=(449, 161)
code=34467, textureId=8, prespace=0, width=16, advance=16, top=(449, 145), bottom=(465, 161)
code=34468, textureId=8, prespace=0, width=16, advance=16, top=(465, 145), bottom=(481, 161)
code=34471, textureId=8, prespace=0, width=16, advance=16, top=(481, 145), bottom=(497, 161)
code=34472, textureId=8, prespace=0, width=16, advance=16, top=(1, 161), bottom=(17, 177)
code=34473, textureId=8, prespace=0, width=16, advance=16, top=(17, 161), bottom=(33, 177)
code=34474, textureId=8, prespace=0, width=16, advance=16, top=(33, 161), bottom=(49, 177)
code=34475, textureId=8, prespace=0, width=16, advance=16, top=(49, 161), bottom=(65, 177)
code=34476, textureId=8, prespace=0, width=16, advance=16, top=(65, 161), bottom=(81, 177)
code=34479, textureId=8, prespace=0, width=16, advance=16, top=(81, 161), bottom=(97, 177)
code=34480, textureId=8, prespace=0, width=16, advance=16, top=(97, 161), bottom=(113, 177)
code=34481, textureId=8, prespace=0, width=16, advance=16, top=(113, 161), bottom=(129, 177)
code=34484, textureId=8, prespace=0, width=16, advance=16, top=(129, 161), bottom=(145, 177)
code=34485, textureId=8, prespace=0, width=16, advance=16, top=(145, 161), bottom=(161, 177)
code=34486, textureId=8, prespace=0, width=16, advance=16, top=(161, 161), bottom=(177, 177)
code=34490, textureId=8, prespace=0, width=16, advance=16, top=(177, 161), bottom=(193, 177)
code=34496, textureId=8, prespace=0, width=16, advance=16, top=(193, 161), bottom=(209, 177)
code=34500, textureId=8, prespace=0, width=16, advance=16, top=(209, 161), bottom=(225, 177)
code=34502, textureId=8, prespace=0, width=16, advance=16, top=(225, 161), bottom=(241, 177)
code=34503, textureId=8, prespace=0, width=16, advance=16, top=(241, 161), bottom=(257, 177)
code=34505, textureId=8, prespace=0, width=16, advance=16, top=(257, 161), bottom=(273, 177)
code=34506, textureId=8, prespace=0, width=16, advance=16, top=(273, 161), bottom=(289, 177)
code=34507, textureId=8, prespace=0, width=16, advance=16, top=(289, 161), bottom=(305, 177)
code=34509, textureId=8, prespace=0, width=16, advance=16, top=(305, 161), bottom=(321, 177)
code=34510, textureId=8, prespace=0, width=16, advance=16, top=(321, 161), bottom=(337, 177)
code=34511, textureId=8, prespace=0, width=16, advance=16, top=(337, 161), bottom=(353, 177)
code=34512, textureId=8, prespace=0, width=16, advance=16, top=(353, 161), bottom=(369, 177)
code=34513, textureId=8, prespace=0, width=16, advance=16, top=(369, 161), bottom=(385, 177)
code=34516, textureId=8, prespace=0, width=16, advance=16, top=(385, 161), bottom=(401, 177)
code=34520, textureId=8, prespace=0, width=16, advance=16, top=(401, 161), bottom=(417, 177)
code=34521, textureId=8, prespace=0, width=16, advance=16, top=(417, 161), bottom=(433, 177)
code=34523, textureId=8, prespace=0, width=16, advance=16, top=(433, 161), bottom=(449, 177)
code=34526, textureId=8, prespace=0, width=16, advance=16, top=(449, 161), bottom=(465, 177)
code=34527, textureId=8, prespace=0, width=16, advance=16, top=(465, 161), bottom=(481, 177)
code=34532, textureId=8, prespace=0, width=16, advance=16, top=(481, 161), bottom=(497, 177)
code=34537, textureId=8, prespace=0, width=16, advance=16, top=(1, 177), bottom=(17, 193)
code=34540, textureId=8, prespace=0, width=16, advance=16, top=(17, 177), bottom=(33, 193)
code=34541, textureId=8, prespace=0, width=16, advance=16, top=(33, 177), bottom=(49, 193)
code=34542, textureId=8, prespace=0, width=16, advance=16, top=(49, 177), bottom=(65, 193)
code=34543, textureId=8, prespace=0, width=16, advance=16, top=(65, 177), bottom=(81, 193)
code=34544, textureId=8, prespace=0, width=16, advance=16, top=(81, 177), bottom=(97, 193)
code=34545, textureId=8, prespace=0, width=16, advance=16, top=(97, 177), bottom=(113, 193)
code=34546, textureId=8, prespace=0, width=16, advance=16, top=(113, 177), bottom=(129, 193)
code=34547, textureId=8, prespace=0, width=16, advance=16, top=(129, 177), bottom=(145, 193)
code=34548, textureId=8, prespace=0, width=16, advance=16, top=(145, 177), bottom=(161, 193)
code=34552, textureId=8, prespace=0, width=16, advance=16, top=(161, 177), bottom=(177, 193)
code=34553, textureId=8, prespace=0, width=16, advance=16, top=(177, 177), bottom=(193, 193)
code=34555, textureId=8, prespace=0, width=16, advance=16, top=(193, 177), bottom=(209, 193)
code=34558, textureId=8, prespace=0, width=16, advance=16, top=(209, 177), bottom=(225, 193)
code=34560, textureId=8, prespace=0, width=16, advance=16, top=(225, 177), bottom=(241, 193)
code=34562, textureId=8, prespace=0, width=16, advance=16, top=(241, 177), bottom=(257, 193)
code=34563, textureId=8, prespace=0, width=16, advance=16, top=(257, 177), bottom=(273, 193)
code=34566, textureId=8, prespace=0, width=16, advance=16, top=(273, 177), bottom=(289, 193)
code=34567, textureId=8, prespace=0, width=16, advance=16, top=(289, 177), bottom=(305, 193)
code=34568, textureId=8, prespace=0, width=16, advance=16, top=(305, 177), bottom=(321, 193)
code=34569, textureId=8, prespace=0, width=16, advance=16, top=(321, 177), bottom=(337, 193)
code=34570, textureId=8, prespace=0, width=16, advance=16, top=(337, 177), bottom=(353, 193)
code=34573, textureId=8, prespace=0, width=16, advance=16, top=(353, 177), bottom=(369, 193)
code=34577, textureId=8, prespace=0, width=16, advance=16, top=(369, 177), bottom=(385, 193)
code=34578, textureId=8, prespace=0, width=16, advance=16, top=(385, 177), bottom=(401, 193)
code=34579, textureId=8, prespace=0, width=16, advance=16, top=(401, 177), bottom=(417, 193)
code=34581, textureId=8, prespace=0, width=16, advance=16, top=(417, 177), bottom=(433, 193)
code=34583, textureId=8, prespace=0, width=16, advance=16, top=(433, 177), bottom=(449, 193)
code=34584, textureId=8, prespace=0, width=16, advance=16, top=(449, 177), bottom=(465, 193)
code=34586, textureId=8, prespace=0, width=16, advance=16, top=(465, 177), bottom=(481, 193)
code=34588, textureId=8, prespace=0, width=16, advance=16, top=(481, 177), bottom=(497, 193)
code=34590, textureId=8, prespace=0, width=16, advance=16, top=(1, 193), bottom=(17, 209)
code=34593, textureId=8, prespace=0, width=16, advance=16, top=(17, 193), bottom=(33, 209)
code=34594, textureId=8, prespace=0, width=16, advance=16, top=(33, 193), bottom=(49, 209)
code=34595, textureId=8, prespace=0, width=16, advance=16, top=(49, 193), bottom=(65, 209)
code=34597, textureId=8, prespace=0, width=16, advance=16, top=(65, 193), bottom=(81, 209)
code=34601, textureId=8, prespace=0, width=16, advance=16, top=(81, 193), bottom=(97, 209)
code=34606, textureId=8, prespace=0, width=16, advance=16, top=(97, 193), bottom=(113, 209)
code=34609, textureId=8, prespace=0, width=16, advance=16, top=(113, 193), bottom=(129, 209)
code=34612, textureId=8, prespace=0, width=16, advance=16, top=(129, 193), bottom=(145, 209)
code=34615, textureId=8, prespace=0, width=16, advance=16, top=(145, 193), bottom=(161, 209)
code=34619, textureId=8, prespace=0, width=16, advance=16, top=(161, 193), bottom=(177, 209)
code=34622, textureId=8, prespace=0, width=16, advance=16, top=(177, 193), bottom=(193, 209)
code=34623, textureId=8, prespace=0, width=16, advance=16, top=(193, 193), bottom=(209, 209)
code=34631, textureId=8, prespace=0, width=16, advance=16, top=(209, 193), bottom=(225, 209)
code=34632, textureId=8, prespace=0, width=16, advance=16, top=(225, 193), bottom=(241, 209)
code=34633, textureId=8, prespace=0, width=16, advance=16, top=(241, 193), bottom=(257, 209)
code=34635, textureId=8, prespace=0, width=16, advance=16, top=(257, 193), bottom=(273, 209)
code=34636, textureId=8, prespace=0, width=16, advance=16, top=(273, 193), bottom=(289, 209)
code=34638, textureId=8, prespace=0, width=16, advance=16, top=(289, 193), bottom=(305, 209)
code=34643, textureId=8, prespace=0, width=16, advance=16, top=(305, 193), bottom=(321, 209)
code=34645, textureId=8, prespace=0, width=16, advance=16, top=(321, 193), bottom=(337, 209)
code=34647, textureId=8, prespace=0, width=16, advance=16, top=(337, 193), bottom=(353, 209)
code=34649, textureId=8, prespace=0, width=16, advance=16, top=(353, 193), bottom=(369, 209)
code=34655, textureId=8, prespace=0, width=16, advance=16, top=(369, 193), bottom=(385, 209)
code=34656, textureId=8, prespace=0, width=16, advance=16, top=(385, 193), bottom=(401, 209)
code=34659, textureId=8, prespace=0, width=16, advance=16, top=(401, 193), bottom=(417, 209)
code=34660, textureId=8, prespace=0, width=16, advance=16, top=(417, 193), bottom=(433, 209)
code=34661, textureId=8, prespace=0, width=16, advance=16, top=(433, 193), bottom=(449, 209)
code=34662, textureId=8, prespace=0, width=16, advance=16, top=(449, 193), bottom=(465, 209)
code=34664, textureId=8, prespace=0, width=16, advance=16, top=(465, 193), bottom=(481, 209)
code=34666, textureId=8, prespace=0, width=16, advance=16, top=(481, 193), bottom=(497, 209)
code=34670, textureId=8, prespace=0, width=16, advance=16, top=(1, 209), bottom=(17, 225)
code=34672, textureId=8, prespace=0, width=16, advance=16, top=(17, 209), bottom=(33, 225)
code=34676, textureId=8, prespace=0, width=16, advance=16, top=(33, 209), bottom=(49, 225)
code=34678, textureId=8, prespace=0, width=16, advance=16, top=(49, 209), bottom=(65, 225)
code=34680, textureId=8, prespace=0, width=16, advance=16, top=(65, 209), bottom=(81, 225)
code=34683, textureId=8, prespace=0, width=16, advance=16, top=(81, 209), bottom=(97, 225)
code=34684, textureId=8, prespace=0, width=16, advance=16, top=(97, 209), bottom=(113, 225)
code=34685, textureId=8, prespace=0, width=16, advance=16, top=(113, 209), bottom=(129, 225)
code=34686, textureId=8, prespace=0, width=16, advance=16, top=(129, 209), bottom=(145, 225)
code=34687, textureId=8, prespace=0, width=16, advance=16, top=(145, 209), bottom=(161, 225)
code=34690, textureId=8, prespace=0, width=16, advance=16, top=(161, 209), bottom=(177, 225)
code=34691, textureId=8, prespace=0, width=16, advance=16, top=(177, 209), bottom=(193, 225)
code=34693, textureId=8, prespace=0, width=16, advance=16, top=(193, 209), bottom=(209, 225)
code=34696, textureId=8, prespace=0, width=16, advance=16, top=(209, 209), bottom=(225, 225)
code=34699, textureId=8, prespace=0, width=16, advance=16, top=(225, 209), bottom=(241, 225)
code=34701, textureId=8, prespace=0, width=16, advance=16, top=(241, 209), bottom=(257, 225)
code=34707, textureId=8, prespace=0, width=16, advance=16, top=(257, 209), bottom=(273, 225)
code=34711, textureId=8, prespace=0, width=16, advance=16, top=(273, 209), bottom=(289, 225)
code=34718, textureId=8, prespace=0, width=16, advance=16, top=(289, 209), bottom=(305, 225)
code=34719, textureId=8, prespace=0, width=16, advance=16, top=(305, 209), bottom=(321, 225)
code=34722, textureId=8, prespace=0, width=16, advance=16, top=(321, 209), bottom=(337, 225)
code=34728, textureId=8, prespace=0, width=16, advance=16, top=(337, 209), bottom=(353, 225)
code=34731, textureId=8, prespace=0, width=16, advance=16, top=(353, 209), bottom=(369, 225)
code=34732, textureId=8, prespace=0, width=16, advance=16, top=(369, 209), bottom=(385, 225)
code=34733, textureId=8, prespace=0, width=16, advance=16, top=(385, 209), bottom=(401, 225)
code=34735, textureId=8, prespace=0, width=16, advance=16, top=(401, 209), bottom=(417, 225)
code=34739, textureId=8, prespace=0, width=16, advance=16, top=(417, 209), bottom=(433, 225)
code=34741, textureId=8, prespace=0, width=16, advance=16, top=(433, 209), bottom=(449, 225)
code=34746, textureId=8, prespace=0, width=16, advance=16, top=(449, 209), bottom=(465, 225)
code=34747, textureId=8, prespace=0, width=16, advance=16, top=(465, 209), bottom=(481, 225)
code=34749, textureId=8, prespace=0, width=16, advance=16, top=(481, 209), bottom=(497, 225)
code=34752, textureId=8, prespace=0, width=16, advance=16, top=(1, 225), bottom=(17, 241)
code=34756, textureId=8, prespace=0, width=16, advance=16, top=(17, 225), bottom=(33, 241)
code=34758, textureId=8, prespace=0, width=16, advance=16, top=(33, 225), bottom=(49, 241)
code=34759, textureId=8, prespace=0, width=16, advance=16, top=(49, 225), bottom=(65, 241)
code=34760, textureId=8, prespace=0, width=16, advance=16, top=(65, 225), bottom=(81, 241)
code=34762, textureId=8, prespace=0, width=16, advance=16, top=(81, 225), bottom=(97, 241)
code=34763, textureId=8, prespace=0, width=16, advance=16, top=(97, 225), bottom=(113, 241)
code=34768, textureId=8, prespace=0, width=16, advance=16, top=(113, 225), bottom=(129, 241)
code=34769, textureId=8, prespace=0, width=16, advance=16, top=(129, 225), bottom=(145, 241)
code=34770, textureId=8, prespace=0, width=16, advance=16, top=(145, 225), bottom=(161, 241)
code=34771, textureId=8, prespace=0, width=16, advance=16, top=(161, 225), bottom=(177, 241)
code=34779, textureId=8, prespace=0, width=16, advance=16, top=(177, 225), bottom=(193, 241)
code=34784, textureId=8, prespace=0, width=16, advance=16, top=(193, 225), bottom=(209, 241)
code=34789, textureId=8, prespace=0, width=16, advance=16, top=(209, 225), bottom=(225, 241)
code=34794, textureId=8, prespace=0, width=16, advance=16, top=(225, 225), bottom=(241, 241)
code=34796, textureId=8, prespace=0, width=16, advance=16, top=(241, 225), bottom=(257, 241)
code=34798, textureId=8, prespace=0, width=16, advance=16, top=(257, 225), bottom=(273, 241)
code=34799, textureId=8, prespace=0, width=16, advance=16, top=(273, 225), bottom=(289, 241)
code=34802, textureId=8, prespace=0, width=16, advance=16, top=(289, 225), bottom=(305, 241)
code=34806, textureId=8, prespace=0, width=16, advance=16, top=(305, 225), bottom=(321, 241)
code=34807, textureId=8, prespace=0, width=16, advance=16, top=(321, 225), bottom=(337, 241)
code=34809, textureId=8, prespace=0, width=16, advance=16, top=(337, 225), bottom=(353, 241)
code=34811, textureId=8, prespace=0, width=16, advance=16, top=(353, 225), bottom=(369, 241)
code=34814, textureId=8, prespace=0, width=16, advance=16, top=(369, 225), bottom=(385, 241)
code=34819, textureId=8, prespace=0, width=16, advance=16, top=(385, 225), bottom=(401, 241)
code=34821, textureId=8, prespace=0, width=16, advance=16, top=(401, 225), bottom=(417, 241)
code=34826, textureId=8, prespace=0, width=16, advance=16, top=(417, 225), bottom=(433, 241)
code=34829, textureId=8, prespace=0, width=16, advance=16, top=(433, 225), bottom=(449, 241)
code=34830, textureId=8, prespace=0, width=16, advance=16, top=(449, 225), bottom=(465, 241)
code=34831, textureId=8, prespace=0, width=16, advance=16, top=(465, 225), bottom=(481, 241)
code=34833, textureId=8, prespace=0, width=16, advance=16, top=(481, 225), bottom=(497, 241)
code=34835, textureId=8, prespace=0, width=16, advance=16, top=(1, 241), bottom=(17, 257)
code=34836, textureId=8, prespace=0, width=16, advance=16, top=(17, 241), bottom=(33, 257)
code=34837, textureId=8, prespace=0, width=16, advance=16, top=(33, 241), bottom=(49, 257)
code=34838, textureId=8, prespace=0, width=16, advance=16, top=(49, 241), bottom=(65, 257)
code=34843, textureId=8, prespace=0, width=16, advance=16, top=(65, 241), bottom=(81, 257)
code=34847, textureId=8, prespace=0, width=16, advance=16, top=(81, 241), bottom=(97, 257)
code=34849, textureId=8, prespace=0, width=16, advance=16, top=(97, 241), bottom=(113, 257)
code=34850, textureId=8, prespace=0, width=16, advance=16, top=(113, 241), bottom=(129, 257)
code=34851, textureId=8, prespace=0, width=16, advance=16, top=(129, 241), bottom=(145, 257)
code=34855, textureId=8, prespace=0, width=16, advance=16, top=(145, 241), bottom=(161, 257)
code=34865, textureId=8, prespace=0, width=16, advance=16, top=(161, 241), bottom=(177, 257)
code=34866, textureId=8, prespace=0, width=16, advance=16, top=(177, 241), bottom=(193, 257)
code=34870, textureId=8, prespace=0, width=16, advance=16, top=(193, 241), bottom=(209, 257)
code=34873, textureId=8, prespace=0, width=16, advance=16, top=(209, 241), bottom=(225, 257)
code=34875, textureId=8, prespace=0, width=16, advance=16, top=(225, 241), bottom=(241, 257)
code=34876, textureId=8, prespace=0, width=16, advance=16, top=(241, 241), bottom=(257, 257)
code=34880, textureId=8, prespace=0, width=16, advance=16, top=(257, 241), bottom=(273, 257)
code=34882, textureId=8, prespace=0, width=16, advance=16, top=(273, 241), bottom=(289, 257)
code=34884, textureId=8, prespace=0, width=16, advance=16, top=(289, 241), bottom=(305, 257)
code=34885, textureId=8, prespace=0, width=16, advance=16, top=(305, 241), bottom=(321, 257)
code=34886, textureId=8, prespace=0, width=16, advance=16, top=(321, 241), bottom=(337, 257)
code=34892, textureId=8, prespace=0, width=16, advance=16, top=(337, 241), bottom=(353, 257)
code=34893, textureId=8, prespace=0, width=16, advance=16, top=(353, 241), bottom=(369, 257)
code=34898, textureId=8, prespace=0, width=16, advance=16, top=(369, 241), bottom=(385, 257)
code=34899, textureId=8, prespace=0, width=16, advance=16, top=(385, 241), bottom=(401, 257)
code=34900, textureId=8, prespace=0, width=16, advance=16, top=(401, 241), bottom=(417, 257)
code=34903, textureId=8, prespace=0, width=16, advance=16, top=(417, 241), bottom=(433, 257)
code=34905, textureId=8, prespace=0, width=16, advance=16, top=(433, 241), bottom=(449, 257)
code=34907, textureId=8, prespace=0, width=16, advance=16, top=(449, 241), bottom=(465, 257)
code=34909, textureId=8, prespace=0, width=16, advance=16, top=(465, 241), bottom=(481, 257)
code=34910, textureId=8, prespace=0, width=16, advance=16, top=(481, 241), bottom=(497, 257)
code=34913, textureId=8, prespace=0, width=16, advance=16, top=(1, 257), bottom=(17, 273)
code=34914, textureId=8, prespace=0, width=16, advance=16, top=(17, 257), bottom=(33, 273)
code=34915, textureId=8, prespace=0, width=16, advance=16, top=(33, 257), bottom=(49, 273)
code=34916, textureId=8, prespace=0, width=16, advance=16, top=(49, 257), bottom=(65, 273)
code=34917, textureId=8, prespace=0, width=16, advance=16, top=(65, 257), bottom=(81, 273)
code=34920, textureId=8, prespace=0, width=16, advance=16, top=(81, 257), bottom=(97, 273)
code=34921, textureId=8, prespace=0, width=16, advance=16, top=(97, 257), bottom=(113, 273)
code=34923, textureId=8, prespace=0, width=16, advance=16, top=(113, 257), bottom=(129, 273)
code=34924, textureId=8, prespace=0, width=16, advance=16, top=(129, 257), bottom=(145, 273)
code=34926, textureId=8, prespace=0, width=16, advance=16, top=(145, 257), bottom=(161, 273)
code=34928, textureId=8, prespace=0, width=16, advance=16, top=(161, 257), bottom=(177, 273)
code=34930, textureId=8, prespace=0, width=16, advance=16, top=(177, 257), bottom=(193, 273)
code=34933, textureId=8, prespace=0, width=16, advance=16, top=(193, 257), bottom=(209, 273)
code=34935, textureId=8, prespace=0, width=16, advance=16, top=(209, 257), bottom=(225, 273)
code=34937, textureId=8, prespace=0, width=16, advance=16, top=(225, 257), bottom=(241, 273)
code=34941, textureId=8, prespace=0, width=16, advance=16, top=(241, 257), bottom=(257, 273)
code=34942, textureId=8, prespace=0, width=16, advance=16, top=(257, 257), bottom=(273, 273)
code=34943, textureId=8, prespace=0, width=16, advance=16, top=(273, 257), bottom=(289, 273)
code=34945, textureId=8, prespace=0, width=16, advance=16, top=(289, 257), bottom=(305, 273)
code=34946, textureId=8, prespace=0, width=16, advance=16, top=(305, 257), bottom=(321, 273)
code=34948, textureId=8, prespace=0, width=16, advance=16, top=(321, 257), bottom=(337, 273)
code=34949, textureId=8, prespace=0, width=16, advance=16, top=(337, 257), bottom=(353, 273)
code=34952, textureId=8, prespace=0, width=16, advance=16, top=(353, 257), bottom=(369, 273)
code=34955, textureId=8, prespace=0, width=16, advance=16, top=(369, 257), bottom=(385, 273)
code=34957, textureId=8, prespace=0, width=16, advance=16, top=(385, 257), bottom=(401, 273)
code=34962, textureId=8, prespace=0, width=16, advance=16, top=(401, 257), bottom=(417, 273)
code=34966, textureId=8, prespace=0, width=16, advance=16, top=(417, 257), bottom=(433, 273)
code=34967, textureId=8, prespace=0, width=16, advance=16, top=(433, 257), bottom=(449, 273)
code=34969, textureId=8, prespace=0, width=16, advance=16, top=(449, 257), bottom=(465, 273)
code=34972, textureId=8, prespace=0, width=16, advance=16, top=(465, 257), bottom=(481, 273)
code=34974, textureId=8, prespace=0, width=16, advance=16, top=(481, 257), bottom=(497, 273)
code=34978, textureId=8, prespace=0, width=16, advance=16, top=(1, 273), bottom=(17, 289)
code=34980, textureId=8, prespace=0, width=16, advance=16, top=(17, 273), bottom=(33, 289)
code=34987, textureId=8, prespace=0, width=16, advance=16, top=(33, 273), bottom=(49, 289)
code=34989, textureId=8, prespace=0, width=16, advance=16, top=(49, 273), bottom=(65, 289)
code=34990, textureId=8, prespace=0, width=16, advance=16, top=(65, 273), bottom=(81, 289)
code=34992, textureId=8, prespace=0, width=16, advance=16, top=(81, 273), bottom=(97, 289)
code=34993, textureId=8, prespace=0, width=16, advance=16, top=(97, 273), bottom=(113, 289)
code=34996, textureId=8, prespace=0, width=16, advance=16, top=(113, 273), bottom=(129, 289)
code=34997, textureId=8, prespace=0, width=16, advance=16, top=(129, 273), bottom=(145, 289)
code=34999, textureId=8, prespace=0, width=16, advance=16, top=(145, 273), bottom=(161, 289)
code=35004, textureId=8, prespace=0, width=16, advance=16, top=(161, 273), bottom=(177, 289)
code=35007, textureId=8, prespace=0, width=16, advance=16, top=(177, 273), bottom=(193, 289)
code=35009, textureId=8, prespace=0, width=16, advance=16, top=(193, 273), bottom=(209, 289)
code=35010, textureId=8, prespace=0, width=16, advance=16, top=(209, 273), bottom=(225, 289)
code=35011, textureId=8, prespace=0, width=16, advance=16, top=(225, 273), bottom=(241, 289)
